"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WDF2","WSF2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-03","4.47","0.00",,"82","69","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-04","2.91","0.01",,"83","66","  130","8.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-05","5.82","0.00",,"82","68","   90","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-06","7.38","0.05",,"82","71","  130","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-07","4.70","0.00",,"81","68","   80","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-08","9.40","0.14",,"82","71","  110","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-09","14.99","0.00",,"83","75","  100","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-10","14.09","0.00",,"82","73","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-11","12.75","0.00",,"82","73","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-12","10.51","0.00",,"82","72","  100","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-13","11.41","0.00",,"81","72","  120","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-14","9.17","0.00",,"80","70","   80","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-15","7.61","0.00",,"81","66","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-16","5.14","0.00",,"81","65","  120","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-17","6.49","0.13",,"79","62","  310","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-18","5.59","0.00",,"66","56","  330","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-19","3.36","0.21",,"76","61","  280","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-20","2.24","0.00",,"82","65","  150","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-21","5.37","0.00",,"81","67","  190","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-22","6.49","0.00",,"78","63","  360","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-23","7.16","0.00",,"76","63","   70","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-24","5.14","0.00",,"77","60","   80","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-25","4.25","0.00",,"78","61","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-26","4.47","0.00",,"79","58","   90","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-27","8.72","0.00",,"79","66","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-28","12.97","0.00",,"80","70","  110","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-29","11.41","0.00",,"81","71","  130","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-30","10.07","0.00",,"80","71","  130","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-01-31","6.49","0.00",,"76","63","  310","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-01","8.28","0.00",,"75","55","   40","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-02","6.04","0.00",,"75","59","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-03","4.70","0.00",,"76","59","  340","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-04","4.70","0.00",,"75","56","  100","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-05","4.03","0.00",,"79","57","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-06","6.04","0.00",,"81","64","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-07","6.26","0.00",,"80","67","  140","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-08","6.26","0.00",,"85","68","  230","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-09","8.50","0.00",,"81","63","  100","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-10","14.09","0.00",,"80","69","  100","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-11","9.84","0.00",,"80","69","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-12","7.61","0.00",,"83","69","  160","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-13","8.05","0.00",,"83","71","  190","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-14","7.61","0.37",,"87","63","  190","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-15","4.70","1.31",,"74","63","  320","8.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-16","8.05","0.06",,"76","56","  290","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-17","8.72","0.00",,"59","47","  350","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-18","10.29","0.00",,"73","49","  100","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-19","7.83","0.00",,"78","63","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-20","6.04","0.00",,"80","68","   80","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-21","9.17","0.00",,"82","68","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-22","11.63","0.00",,"82","73","  120","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-23","9.17","0.00",,"84","73","  140","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-24","4.70","0.00",,"86","73","  170","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-25","7.83","0.00",,"86","72","  160","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-26","10.51","0.00",,"86","76","  190","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-27","4.70","0.10",,"77","67","  330","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-02-28","6.26","0.01",,"74","62","  310","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-01","5.59","0.00",,"67","60","  340","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-02","6.93","0.00",,"69","55","  300","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-03","7.38","0.00",,"64","52","  280","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-04","4.70","0.00",,"70","45","  340","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-05","4.70","0.00",,"75","51","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-06","9.40","0.00",,"79","55","  240","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-07","5.37","0.00",,"72","49","  310","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-08","3.80","0.00",,"78","56","  300","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-09","7.83","0.00",,"77","57","   80","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-10","10.29","0.00",,"77","65","   90","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-11","11.18","0.00",,"79","69","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-12","9.40","0.00",,"82","69","  160","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-13","6.93","0.00",,"79","58","  340","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-14","7.83","0.00",,"75","56","  360","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-15","6.71","0.00",,"74","55","   90","12.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-16","5.14","0.00",,"76","56","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-17","5.59","0.00",,"78","59","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-18","7.38","0.06",,"80","68","  150","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-19","4.03","0.07",,"79","67","  180","17.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-20","4.70","0.58",,"84","64","  290","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-21","5.59","0.00",,"78","64","  330","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-22","8.50","0.10",,"78","63","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-23","8.05","0.00",,"86","69","  130","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-24","12.08","0.00",,"90","75","  200","28.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-25","7.61","0.00",,"82","64","  330","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-26","10.51","0.00",,"71","52","  320","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-27","6.71","0.00",,"70","47","  340","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-28","5.59","0.00",,"75","53","   80","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-29","8.05","0.00",,"77","61","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-30","6.71","0.00",,"76","59","   90","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-03-31","9.40","0.00",,"80","63","  120","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-01","6.93","0.61","74","83","68","  160","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-02","5.14","0.00","74","85","66","   90","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-03","8.95","0.00","76","82","70","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-04","9.62","0.01","77","85","69","  160","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-05","5.14","1.53","70","76","65","  330","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-06","7.61","0.00","69","81","61","   70","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-07","9.17","0.00","74","80","66","   80","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-08","7.38","0.00","74","82","68","   90","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-09","10.96","0.00","76","83","71","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-10","13.42","0.00","78","84","73","  110","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-11","14.32","0.00","79","84","76","  110","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-12","10.96","0.00","81","88","78","  150","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-13","6.71","0.08","80","86","74","  180","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-14","9.62","0.00","81","87","76","  130","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-15","5.82","0.03","80","86","75","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-16","7.83","0.00","80","88","74","   70","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-17","10.51","0.00","80","86","77","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-18","11.18","0.00","80","87","76","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-19","12.75","0.00","81","87","78","  140","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-20","5.82","0.18","81","90","74","  360","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-21","5.82","0.00","78","86","74","  110","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-22","5.14","0.29","77","81","71","   90","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-23","8.72","0.00","76","84","69","   70","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-24","9.17","0.00","78","84","72","  100","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-25","8.05","0.00","78","84","71","   60","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-26","8.95","0.00","76","83","69","   80","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-27","11.18","0.00","77","83","73","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-28","13.65","0.00","78","84","74","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-29","10.51","0.08","78","84","75","  130","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-04-30","6.71","2.33","76","83","69","  200","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-01","5.14","1.06","77","85","71","  220","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-02","6.71","1.08","75","82","69","  280","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-03","4.92","0.00","74","86","68","  180","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-04","7.83","0.00","78","88","70","  280","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-05","6.93","0.00","75","83","68","  310","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-06","6.04","0.00","75","85","64","  150","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-07","6.93","0.00","75","85","66","  260","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-08","4.25","0.00","75","86","67","  150","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-09","4.92","0.11","78","87","70","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-10","6.71","0.00","80","87","71","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-11","6.04","0.06","80","87","74","  130","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-12","5.37","0.25","79","87","72","  140","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-13","4.25","0.00","80","90","73","  250","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-14","8.95","0.00","79","83","73","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-15","10.74","0.00","77","83","72","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-16","8.72","0.00","77","84","71","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-17","5.82","0.00","78","88","72","  100","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-18","6.93","0.00","80","86","76","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-19","8.50","0.00","80","87","74","   90","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-20","8.95","4.29","80","86","68","  130","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-21","9.17","0.08","77","84","71","  120","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-22","5.14","0.69","78","86","72","  130","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-23","6.04","0.00","82","93","75","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-24","5.37","0.07","82","94","75","  170","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-25","8.95","0.00","81","87","75","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-26","10.51","0.00","80","86","74","   80","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-27","14.76","0.01","80","87","77","   90","28.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-28","14.09","0.13","79","82","75","  110","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-29","15.21","1.72","77","80","71","  100","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-30","16.11","0.03","79","86","76","   90","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-05-31","9.17","1.45","79","85","74","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-01","5.14","0.13","79","88","74","  160","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-02","4.70","0.00","80","88","75","  210","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-03","4.03","1.29","79","87","74","  200","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-04","6.49","0.06","79","83","76","   90","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-05","11.41","0.00","81","85","79","  110","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-06","11.86","1.20","82","88","75","  200","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-07","8.05","0.85","80","91","75","  220","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-08","8.05","0.00","80","88","76","  130","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-09","12.75","0.11","83","88","78","  120","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-10","11.86","0.00","83","89","80","   80","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-11","7.38","0.00","83","88","79","  120","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-12","1.12","0.95","80","88","75","  160","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-13","3.36","0.00","81","89","76","  230","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-14","6.26","0.00","83","92","75","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-15","4.92","0.00","83","91","78","  140","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-16","6.93","0.00","84","90","79","   90","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-17","8.28","0.00","85","90","80","  130","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-18","8.05","0.00","84","90","80","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-19","6.49","0.02","84","90","81","  120","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-20","6.93","0.03","83","90","74","  140","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-21","9.40","0.00","84","90","80","   80","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-22","8.28","0.07","84","91","74","  160","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-23","10.96","0.18","83","88","78","  130","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-24","12.75","0.00","83","89","78","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-25","9.62","0.04","84","90","78","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-26","9.84","0.00","83","90","80","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-27","4.92","0.81","82","88","76","  110","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-28","4.03","0.03","83","89","77","  120","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-29","4.70","0.40","81","90","76","  210","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-06-30","8.95","0.01","82","90","77","  180","21.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-01","7.38","0.05","82","88","78","  120","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-02","7.16","0.85","81","86","75","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-03","11.86","0.02","82","88","77","  140","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-04","12.08","0.27","83","89","74","  130","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-05","12.53","0.12","82","88","75","  110","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-06","12.08","0.24","84","89","78","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-07","12.97","0.05","83","89","77","   90","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-08","10.07","0.00","84","89","79","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-09","5.14","0.01","82","87","76","  100","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-10","5.82","0.18","81","88","73","  200","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-11","5.14","0.00","83","90","77","  110","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-12","4.25","1.38","81","89","74","  130","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-13","6.49","1.51","81","89","72","  170","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-14","7.16","0.36","79","88","73","  100","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-15","6.93","0.71","79","88","73","   90","25.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-16","11.86","0.83","79","85","74","   80","25.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-17","5.14","3.20","76","78","72","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-18","5.59","1.82","77","83","73","  280","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-19","8.72","0.02","80","88","75","  120","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-20","7.61","0.01","83","88","79","  150","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-21","6.26","0.00","83","90","79","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-22","6.93","0.00","84","89","80","  130","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-23","4.70","0.27","83","89","78","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-24","6.26","0.00","85","94","78","  270","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-25","7.38","0.00","85","93","75","  250","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-26","6.93","0.01","85","93","80","  240","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-27","4.25","0.44","81","87","76","  300","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-28","4.25","0.05","82","91","76","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-29","8.28","0.01","85","92","79","  110","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-30","7.16","0.08","84","91","79","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-07-31","11.18","0.21","85","90","80","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-01","9.84","0.00","85","90","80","   80","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-02","3.13","0.31","83","93","77","  250","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-03","2.91","0.87","81","88","75","  260","23.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-04","2.24","0.00","82","92","77","  130","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-05","3.36","0.03","84","93","78","  280","13.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-06","3.58","0.19","83","90","76","  270","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-07","6.93","0.00","84","90","79","  120","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-08","12.53","0.04","85","90","78","   90","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-09","8.95","0.40","82","86","77","   80","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-10","12.30","0.00","84","90","80","  100","19.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-11","12.08","0.00","85","90","82","   90","18.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-12","8.72","0.00","85","91","80","  100","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-13","7.38","0.00","85","90","80","  120","14.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-14","6.49","0.02","85","90","79","  110","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-15","4.47","0.19","81","88","76","  130","10.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-16","7.16","0.00","84","90","79","  120","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-17","10.51","0.00","86","91","82","   90","17.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2013-08-18","12.53","0.20","85","91","79","   90","25.1"
